,text_data,sentiment,label
245,ada beberapa lagu yang gak ada lirik nya padahal udah beli yang premium,0,Negative
246,Kata nya ga ada iklan nya malah ada iklan nya,0,Negative
247,"Mana lirik nya boy kok gada di gue, tidak tersedia.. biasanya juga tersedia boy. Perbaikilah boy macemana nyaa.. udah langganan aku.",0,Negative
248,"Mantap, kerennn sekali Gan.. The best......",1,Positive
249,"Ketika ingin mengganti lagu atau nge klik lagu, kadang suka lama, ntah itu jaringan atau apa, padahal jaringan nya lagi kenceng, tolong di perbaiki lagi",0,Negative
250,Apk music terbagus menurut saya mulai dari audio sampai kualitas suara. Saya harap semakin di optimalkan lagi ok thank,1,Positive
251,Saya sangat suka dengan aplikasi ini soalnya lagunya terbaru semua,1,Positive
252,Spotify keren tdk ada jeleknya 👍👍,1,Positive
253,Aplikasi musik yang bagus. Tidak banyak iklan,1,Positive
255,Apk ny lg eror ya gw udh beberapa kali mau daftar/masuk ulng ga bisa ga jelas bkin orng pusing aj,0,Negative
256,Ini apk ny 🅑🅐🅖🅤🅢 lagu buanyakkk Tpii... Lirik lagu karna su sayang ga ada ada ny yg dj╥﹏╥,1,Positive
257,"Bagi kalian yang suka dengar musik, apk ini wajib banget!!!",1,Positive
259,"Ini knp lagunya bnyk yg ga bisa tampilin lirik, biasanya langsung muncul lirik, di deskripsi nya tidak dapat memuat lirik, pdhl ini lagu yg saya sering setel, beberapa lagu juga sama seperti itu. Tolong Spotify perhatikan ini demi kenyamanan pengguna. Klo sudah diperbaiki saya balik lagi buat ganti bintang nya. Trmksh.",0,Negative
260,utk premium klo bayar sekali untuk lifetime sih bakal gw bayar nih Spotify,0,Negative
261,bisa ga sih iklan podcastnya di ganti yang ga serem gitu. gw pas nyetir malem2 di tempat sepi malah muncul iklan ngeselin,0,Negative
262,Sangat menghibur di saat mengerjakan pekerjaan IRT🤭,1,Positive
263,"Mengapa tidak bisa melihat lirik lagu, padahal saya selalu update aplikasi setelah notif launching update aplikasi, sementara saya kasih 4 bintang dahulu. jika masalah dari aplikasinya sudah selesai akan saya tambahkan, tapi jika masalah dari aplikasinya belum selesai akan saya kurang bintangnya",0,Negative
264,"Lengkap Pilihan Lagu dan Mudah untuk digunakan, selalu update dengan Musisi Senior,Junior, Lagu Lama & Baru, Lintas Generasi,Benua dan Kepercayaan Lanjutkan membuat penikmat Musik dimanapun merasakan kemudahan tanpa Batas",1,Positive
265,"Plikasi keren dapat memutar lagi yang sangat sangat wadadidaw. Bisa membangkitkan semangat untuk menyongsong negara me jadi SUPER POWER... SUARANYA lantang bagai toa masjid yang mengumumkan hasil sumbangan berjuta-juta,tapi warga sekitar yg mendengar kelaparan....ini adalah aplikasi baik untuk kaum2 introvert shg mampu menghibur dalam hibernasi",1,Positive
266,"Bagus sih, tapi masih kurang joss, kalo bisa di tambahi video . Bisa online dan offline beberapa waktu.",0,Negative
267,setiap lagu yang kuputar liriknya selalu memumat😡,0,Negative
268,Lagu ada yang hilang - ipank masih belum ada..yha,0,Negative
269,Saya suka banyak lagu yg saya sukai di spotify... jadi teringat kenangan masa lalu,1,Positive
270,kenapa ketika mau share di snapgram canvas yang ada di lagu nya ga muncul ya?,0,Negative
271,"Plis perbaiki masalah pada penggunaan di device infinix,saya sudah menyalakan data seluler tapi masih tertulis offline di aplikasi Spotify,cuma bisa online lewat wifi,segera perbaiki, sungguh tidak nyaman🙏.",0,Negative
272,Gamenya menarik grafik bagus coba namatin,1,Positive
273,"Kenapa yaa background nya kalo mau share ke IG ga mau muncul semenjak update, mana liriknya banyak ilangan",0,Negative
274,"-iklan berlebihan mana suara iklannya 2x lipat dari lagu pulak, bikin kaget. Terus ada iklan yg dangdutan, anjj gue phobia dangdut. Dikira semua orang seneng dangdut apa?!!! Ada banyak alasan kenapa sebagian kecil orang ga suka dangdut. Kalo gue emang benci dan phobia banget makanya ga pernah hadir di hajatan. -banyak lagu yg dulunya berlirik sekarang gaada. Terutama lagu lagu klasik.",0,Negative
275,"Tolong di perbaiki lagi, lirik nya sering tidak muncul",0,Negative
276,"Sebenernya dah bagus cuma,banyak lagu yang tidak dimuat dengan lirik padahal sebelumnya gak kayak gitu. Plis spotify balikin lagi lirik lagunya yang ilang soalnya cuma spotify aplikasi yang sering gue nyanyiin lagu lagunya😭🙏🏻 gue mau nyanyi jadi kek ga apal lirik 😭",0,Negative
277,Bagus sekali aplikasi ini cocok yang suka mendengarkan lagu,1,Positive
278,Banyak iklan nya kalau mau pindah musik lain harus premium dulu,0,Negative
279,klo ngga premium ngga ada lirik nya,0,Negative
280,Bagus sekali dan lagunya lengkap jadi saya kasih bintang lima,1,Positive
283,Kebnyakan iklan klo gini terus mending aku pindah reso lebih asik tapi aku sayang sama ini apliksi tpi gpp aku udah bahagia kok,1,Positive
284,bagus banyak pilihan good luck slalu tambahin kreaai agar lbh mudh,1,Positive
285,Bagus banget aplikasi nya enak buat nyantai emang Terbest👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,1,Positive
286,Aplikasi asu putar musik kali iklannya tiga kali mana nggk bisa di skip,0,Negative
287,"reedem kode premium yg jelas beli pake uang malah di tolak terus, gagal ""kode premium seeertinya tidak valid"" . cara jenius buat cari untung.",0,Negative
288,Very good!aplikasi bekerja dengan baik aku suka dengerin lagu di Spotify pokoknya bintang lima deh buat Spotify!❤️,1,Positive
289,Aplikasinya sangat memuaskan Offline pun bisa tetap memutar musiknya Mantap,1,Positive
290,"Apk rusak,kenapa pada saat saya ingin membeli paket premium,selalu ada ""Tidak dapat terhubung"" dan di suruh coba lagi?padahal dulu saat beli paket premium tidak begini,kenapa sekarang menjadi aneh?tolong di perbaiki pihak spotify",0,Negative
291,"Saya kasih bintang 2 knp, akun saya knp tba² ilang, pas saya coba lagi ttp gk bisa, saya pake akun ke 2 saya, ttp gk bisa masuk juga. Maaf terpaksa saya uninstal.",0,Negative
292,Santuy sembari dengerin music hanya di spotify. Skrg lagu lagunya lengkap gaesss,1,Positive
293,bagusss tapi kenapa ya pas mau beli premium katanya gada koneksi pdhl aku ada kuota,0,Negative
294,"Sangat Mudah Digunakan, Lagunya Lengkap, pokoknya top deh...",1,Positive
295,"masa sekali putar langsung ada iklan nya, Dulu kan ngak ada iklan ,maaf ya,aku nilai 1 bintang",0,Negative
297,Sangat bermanfaat dengan adanya pake pelajar,0,Negative
298,Terimakasih atas lagu yang sudah tersedia apa saja di Spotify ini sangat MENGHIBUR.,0,Negative
300,"Ga bisa beli premium, udh brapa kali d coba ga bisa, biar ngedengerin iklan terus kali .",0,Negative
304,aplks ini sangat baguss lirik dan.laguya lengkap semua lagu ada di aplks ini kelian.harus mencoba aplikasi ini sangatmenyenangkan laguya tenang sekali apapun kelian nuat lagu ya bakal adaaku gak bohong sumpahh dehh😋😊🎶🎧,1,Positive
305,Lagu nya super bagus banget aku rating 5,1,Positive
306,"bisa gasi iklannya tuh diganti jangan yg tarik tarik gt, ini trik marketing biar beli premium apa gimana c😤",0,Negative
307,Min kenapa dengan aplikasi nya Mau daftar pake email/FB gbisa masok???,0,Negative
308,musik nya kerenkeren banget jd jatuh cinta lg memori masa lalu pokonya top banget,1,Positive
309,"Susah bgt login... Padahal email dan kata sandi gak berubah, dikasih tautan ke email malah gagal terus, sinyal mah stabil",0,Negative
310,"Apk yang cocok untuk mendengarkan musik, suara speaker nya juga Oke, selain itu pilihan musik yang ada di Apk Spotify juga beragam dan banyak banget. Good buat Spotify 👍",1,Positive
311,Sporty aplikasi nya sudah bagus tapi tolong bagi pengguna yang tidak premium agar bisa mendengarkan lagu sepuasnya tanpa iklan baru sekali iklan sudah ada lagi iklan yang lain tolong untuk di perbaiki lagi aplikasi nya,0,Negative
314,"Tolong dong, kenaoa setiap nau langganan malah error terus? Masa belinya harus pake VPN?",0,Negative
315,"Segitunya pengen biar pakek versi premium, sampek setiap mau puter lagu di kasih iklan, ganggu banget, awalnya aja enggak lama kelamaan ngelunjak iklannya, sangat serakah, tidak ingat siapa yang menaikan derajat spotify kalo bukan kita para pengguna",0,Negative
316,"Spotify udah bagus,minusnya di iklan yang kepanjangan durasi nya sama sekarang ada lirik yang gabisa di tampilkan padahal dulu bisa.Sama satu lagi klo bisa adain fitur chat sih",0,Negative
317,Mohon untuk dari pihak spotify dipermudah dikit ya untuk tidak terlalu banyak iklan nya Karena merasa terganggu untuk mendengarkan musik nya,0,Negative
318,"Iklan, iklan, iklan, premium, premium, dan premium begitu lah, kembalikan seperti dahulu dong",0,Negative
319,"KAGET SAMA IKLAN ""TAREK TAREK"", udah lama pake spotify, tapi baru kali ini kaget dengerin iklannya, btw kok buat lagu barat gaada liriknya?, males bat deh😮‍💨, padahal udah oke, makin lama updateannya makin gajelas",0,Negative
320,"Halo, Spotify! Saya sering menemukan lagu tanpa lirik, padahal setahu saya lagu tersebut telah disertai lirik, tetapi sekarang lirik tersebut tidak ada. Saya mohon sediakan liriknya. Saya juga mohon volume suara antara iklan dan lagu lainnya disamakan. Saya sering terkejut dengan volume suara iklan yang lebih keras daripada lagu yang saya putar, padahal saya tidak mengubah volume suara pada perangkat saya. Situasi itu sangat tidak nyaman. Tolong ya! Terima kasih.",0,Negative
321,"Ka tolong ya IKLAN yang horor-horor itu di hilangin, soalnya saya ga nyaman ka apalagi pas lagi ngerjain tugas malem"" jadi takut",0,Negative
322,Apk nya bagus bgttt karna sangat memuaskan dan kalo nyari lagu gampang bgt,1,Positive
323,"Iklan berlebihan, durasi iklan ga ngotak, lirik pada ilang",0,Negative
324,"Masalah iklan saya gak terlalu bermasalah, ya, maklum karena pakai yang free. Tapi entah kenapa sejak di upgrade ada beberapa (banyak) lagu yang liriknya gak muncul padal sebelum di upgrade ada. Mohon diperbaiki itu yang sangat menggangu menurut saya. Terimakasih",0,Negative
325,"Nih apk cocok bgt klo mw ngedengerin lagu Update kali ini makin baguss hhe, klo lg mw ngedengerin lagu udh lngsung ada lagunya, biasany ribet klo lg mw ngedengerin lagu😩☝🏻",0,Negative
326,kebanyakan kan iklan seharusnya 1 aja cukup tu,0,Negative
328,omegaatt ini kenapa setiap lagu nya engga ada lirikkk nya sihhh yakali galau ga liat lirik😭☝🏼,0,Negative
329,Aku kasih bintang 3 karena setiap mau ganti lagu masa harus berbayar. Untuk yg lain nya sih udah bagus paling cuman itu aja,1,Positive
330,Untuk aplikasinya bagus tetapi pada saat beberapa Minggu tiba tiba gak bisa masuk kenapa ya tolong jika terjadi masalah atau bug di perbaiki ya developer,0,Negative
331,"spotify sudah bagus. Tetapi, ketika ingin berpindah ke musik lain pasti selalu ada iklan. Jadi saya ingin kasih saran untuk mengurangi iklan pada spotify.",0,Negative
332,Keren banget bisa solawata bisa lagi sad bagus apl nya terimakasih,1,Positive
333,Aplikasinya sih bagus tapi iklannya terlalu berlebihan jadi sy kasih bintang 1,0,Negative
334,Udah ngambil data minta bayar pula dasar apk lol.. gk nyaman mkek ini l,0,Negative
336,Spotify berbagai macam lagu yang saya sukai maka nya saya kasih bintang lima,1,Positive
337,Banyak lagu yang tidak bisa memuat lirik Tolong diperbaiki,0,Negative
338,Terimakasih spotity sudah hadir mewarnai musik indonesia,1,Positive
339,Dibeberapa lagu tidak ada liriknya apakah harus premium dulu?,0,Negative
340,"Bagus sih bagus, tp udh bayar premium masa masih ga bs, harus bayar lg",0,Negative
341,"Apasihh, gajelas aplikasinya, gw mau muter lagu malah keputer lagu yang lain, gajelas bngt",0,Negative
342,Knapa biar udh nyalain data/wfi slalu timbul anda offline?,0,Negative
343,"Bagus sihh, tp Sayng ada iklannya,,,,,",0,Negative
344,Kok mau beli paket premium nya gak bisa,0,Negative
345,Gtw mau ngomong apa tpi pokoknya baguss banget apk nya,1,Positive
346,"Udah bagus,tapi keknya cuma nyari duit :( bukan buat kenyamanan pengguna",0,Negative
347,"Saya kasih bintang 3 saja, yah Gak bisa download lagu gratis dong,padahalkan gak semua orang punya duit buat beli premiumnya,termasuk Saya.",0,Negative
348,"Aplikasi music yg sangat lengkap dan luar biasa jernih, dg premiumnya yg begitu menyenangkan untuk santai.. mantabs bangetzzz",1,Positive
349,Sangat membantu lagu apa pun pasti ada,1,Positive
350,"Saya baru saja beli Paket Premium Mini,dengan pulsa Telkomsel,pulsa saya sudah terpotong 12 rb,tapi paket Premium Mini saya sudah 2 jam belum Aktif...klo boleh tau kenapa ya...🙏🏼",0,Negative
353,"setiap ganti lagi iklan, saat buka aplikasi iklan juga bisa sampai 3× hdh",0,Negative
354,kenapa aku nggak bisa masuk si ke akun punya ku? stuk di tulisan coba lagi. padahal jaringan punya ku oke oke aja,0,Negative
356,di suruh update jadi premium..giliran mau di update gagal trus..,0,Negative
357,bangsad kalo ngasi iklan yg ngotak lah bosen gua iklan nya sama mulu,0,Negative
358,Lagu nya gak bisa di percepat,0,Negative
359,"Dulu sebelum update semua musik ada lirik nya, ya kecuali yang tidak ada keterangan lirik. Tapi sekarang banyak lagu yang ada keterangan lirik nya tapi pas di pencet ""tidak bisa memutar lirik pada lagu ini"". 🗿",0,Negative
360,Udh bayar premium tapi lagu nya berenti berenti mulu shibbaaaaaal,0,Negative
361,kok layar hape gw pas buka apk nya langsung jadi warna hitam tapi mungkin hape gw yang agak kentang 😁,0,Negative
363,"Masa iya mau putar lagu yang disukai sesuai urutannya harus bayar/premium,padahal dulu ngga... setelah di update jadi kyk gitu. hadehh ...jadi jadi ga nyaman",0,Negative
364,Bagus banget cuma ada podcast horor pendakian jadi agak takut mau dengerin musik,0,Negative
366,Knp selalu saja di suruh bayar Terus suruh pake email gmn sih aku tu pengen tp aku gk pu ya email ihhhh💔sebelllllllll😡😡😡😡😡😡😡😡😡😡,0,Negative
368,Sejauh ini bagus sih Hanya aja iklan tolong lah di kurangi 🤭,0,Negative
370,Spotify nya dah bagus tapi kebanyakan iklan gk enak di dengar nya,0,Negative
371,Banyak lagu yang bisa di dengarkan,1,Positive
372,Kenapa ya spotify skrg jd begini? Perasaan dulu gausah bayar ke premium dulu untuk nonaktifkan shuffle. Kecewa sih sama spotify.,0,Negative
373,"Spotify sekarang iklan terus, bikin penggunanya ga nyaman. terus kalo mau ngeskip lagu juga harus nunggu iklan.",0,Negative
374,aplikasi yang bagus untuk menghibur diri dengan lagu dan musik.,1,Positive
375,"sekarang kok banyak lagu yang engga ada liriknya sama kalo mau milih lagu engga bisa mana baru mutar 1/2 lagu aja udah iklan, apa apa harus premium. padahal dulu engga kaya ginii malah bagus an spotify yang duluu.",0,Negative
376,"Semua lagu day6 nggak ada liriknya, sorry.",0,Negative
377,"Aku suka aplikasi nya danjuga Ada lagu sedih yg judulnya "" : tak segampang itu:",0,Negative
378,"halo mohon di perbaiki ya, ketika saya memutar lagu liriknya tidak bisa memuat, terimakasih mohon diperbaiki ya",0,Negative
379,Mantap di pencarian lagu lama ..,0,Negative
380,"Banyak lagu yang lirik nya tidak bisa dimuat, sangat membuat tidak nyaman",0,Negative
381,Jangan install aplikasi ini dari dulu gua mau putar musik malah anda sendang offline padahal data nyala kuata ada,0,Negative
382,"Mengapa banyak beberapa lagu yang kami tidak bisa melihat lirik nya , Selalu ada tulisan TIDAK DAPAT MEMUAT LIRIK UNTUK LAGU INI , saya mohon untuk secepatnya ditangani karena kami menjadi kurang suka jika tidak bisa melihat lirik nya, Untuk yang lain nya sudah bagus",0,Negative
383,"Penurunan kualitas layanan nih, banyak lagu yg gak menampilkan lirik. Jadi semakin males langganan",0,Negative
384,"Ada beberapa lagu yg tidak dapat memuat lirik, padahal sebelum update semua lagu yg ada liriknya bisa dilihat",0,Negative
385,Tolong bagi kami yang belum premium tolong kurangi iklan itu sangat mengganggu selebih nya sudah bagus semoga di baca,0,Negative
386,"Lirik lagu ada yang hilang, mohon diperbaiki",0,Negative
388,Lebih enak spotify dulu gw penggunaan lama dr 2019 dulu bisa denger tanpa batas iklan juga dlu sedikit skrang gw bisa Harus pake premium lah mending pakai YouTube Bisa 10 jam Spotify ini Skrng terlalu gila Pengen cari untung tapi gk kyk gini lah,0,Negative
389,Sangat bagusss untuk di dengarkan di dalamm lautttt,0,Negative
390,Saya kasih bintang 4 aj dulu buat spotify tolong ilangin iklannya sangat mengangu,0,Negative
391,"Gimana sih kok makin lama main duit terus, mana sekarang liriknya udah gak ada",0,Negative
392,Kebanyakan Iklan Jink Mau Putar 1 Lagu Iklan Sampe 4 Kali,0,Negative
393,Sering bug ga muncul lirik padahal jaringan stabil,0,Negative
394,Saya kasih bintang 4 karena ada lagu yang ga ada sama kalo pengen dilike disimpan kefavorit gak bisa jadi segitu aja,0,Negative
395,"Iklan semakin banyak, itu ngebuat pengguna jdi merasa tidak nyaman. Kalau ingin cari untung buat jeda 3-4 musik 1 iklan",0,Negative
396,Banyak lirik yang awalnya ada tapi sekarang gak ada..,0,Negative
398,"Maaf aja ya spotify,aku kasih bintang satu karena aplikasi di HP saya kenapa tidak bisa didengar secara offline seperti klaim kalian? Sudah saya coba hapus,tetap saja",0,Negative
399,"Musiknya top baru smua,,lumayan ilangin bosen",0,Negative
400,Mff bisa ilangin iklan horor ga serem bgt soalnya,0,Negative
